id,Class title,Class description,gImage,Image,Type,Intensity,Online available,Physical available,Benefits,Demo video,Equipments,Tag,Updated,Created
SFF0060,Winning Over Anger,"Anger is a common human response and emotion, and everyone has experienced anger to different degrees. These range from mild irritation to extreme rage. The emotion of anger is neither good nor bad. It is perfectly normal to experience it when people feel mistreated or wronged. What is important is how we deal with it. Uncontrolled anger of any quality possesses very destructive and negative consequences to both self and others. It affects personal relationships and one’s quality of life.",https://drive.google.com/file/d/1khVeEfukfcSbmYtx7S6ia1EIYcdvDQrc/view?usp=sharing,/s/5-Winning-Over-Anger_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1OEC7dzmeNaWu55kEHBQl6x-DLXOr2Q2C/view?usp=sharing,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0061,Cultivating A Healthy Mind,"Stress can come from many areas, but the hardest one to battle is our own inner critic. Our personal expectations, judgments, and fears often impair us from overcoming challenges. A healthy mind enables us to vercome life’s distresses, grow in resilience and maintain mental and emotional stability. By cultivating a healthy mind, we grow in
self-awareness and understanding, and can build healthy relationships with others.",https://drive.google.com/file/d/1B82tnGH6KLloXS6MvJCoIgWuclYwzQoB/view?usp=sharing,/s/6-Cultivating-A-Healthy-Mind_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1zy_OwRKRKn8xet7IChBpsmvAXvbfw1p3/view?usp=sharing,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0062,Converting Stress to Success,"Stress is often viewed negatively because of the dire effects it has on our health. It is reported that stress is the basic cause of 60% of human ailments and disease. Despite this shocking fi gure, it is important to
realize that stress is inevitable and an essential part of life. There are even good stressors which prepare our body for further actions such as fight or flight. Instead of trying to avoid stress completely, this talk aims to impart tips on how to convert stresses to successes.",https://drive.google.com/file/d/11vm9Zw90Z7ifye7E6Jry2aZq21ce8E3l/view?usp=sharing,/s/7-Converting-Stress-to-Success_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1d3oViapsGnBUeYnsQiuAAQg8JMOTQgu-/view?usp=sharing,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0063,Finding Happiness from Within,"People from around the world revealed that they consider happiness and life satisfaction to be extremely  mportant, even more important than money. They are certainly not alone as these views are shared with a growing number of people looking for happiness in life and at work. Yet, most working adults in ingapore report not having positive experiences at work. Since most working adults spend a significant
amount of time working, experience at work can and will influence the quality of life and well-being of the individual. ",https://drive.google.com/file/d/1ZuUzsfKvxm6GLgz3ccduLdTa7fOwanbd/view?usp=sharing,/s/8-Finding-Happiness-from-Within_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0064,Peaceful Mind: Mental Relaxation,"Do ideas and thoughts seem to flood your mind sometimes? Are you feeling stressed at work? While we cannot avoid stress, there are strategies to help us cope better. Relaxation is a key to maintaining physical, mental, and emotional wellness. This talk explores mental relaxation techniques that can help put your mind and body at rest.",https://drive.google.com/file/d/1NUg-YCQGYLiF74f80xXw47RcZoE5tgq0/view?usp=sharing,/s/9-Peaceful-Mind_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0068,Managing Remote Teams Effectively,"With the dynamic changes of the Global Pandemic, work structures are rapidly changing, regardless of whether companies of leaders are equipped with skills to adapt and cope with the changes. Managing
remote teams is becoming the new norm right now, and not all leaders are equipped in this area. What are the dynamics of effective teams? How to manage expectations and work performance when there is no facetime?",https://drive.google.com/file/d/1p0EbzfU6k23_jSVKpsGLlLXLw8159Yq-/view?usp=sharing,/s/13-remote-team_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/17nQzs0qZ5DDbM_8yQuCPOEbsUrKOTrHX/view?usp=sharing,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0069,Managing Conflicts Effectively,"Most people spend at least one-third of their lives in the workplace. Amidst the hustle and bustle of workflow, productivity, and conquering deadlines, conflicts are bound to take place in varying frequencies and degrees. Conflict occurs when needs and expectations are misaligned, perspectives and values differ, or when communication breaks down. The fact that conflict exists, however, is not necessarily a bad thing; as long as it is resolved effectively, it can lead to personal and professional growth for all parties.",https://drive.google.com/file/d/10pTzZ_yJq8Bvt-R5ufgElI0GtVGT1kRb/view?usp=sharing,/s/14-Managing-Conflicts-Effectively_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0070,Secrets to Building Positive Relationships,"Even the best relationships can be challenging at times. Ironically, challenges are essential in a relationship so that people involved can grow closer together. However, some people fi nd the challenges too daunting and that their relationship could not recover from the damage. Often, these challenges arise out of miscommunication or the lack of communication between two individuals.",https://drive.google.com/file/d/1n7-haWf01mc8S2MHgd4KiturgQYCfbqa/view?usp=sharing,/s/15-Secrets-to-Building-Positive-Relationships_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0071,Strengthening Emotional Intelligence,"Success at work is no longer defi ned by the paycheck. It is also not about how smart an employee is, nor measured by the training or school one comes from. Companies around the world now place the emphasis on emotional intelligence. Companies value employees who can handle themselves and each other while working together. When things do not go our way, it is sometimes hard to accept leaving us with strong and negative emotions. While experiencing negative emotions is natural, it needs to be properly managed to avoid hurting others unnecessarily.",https://drive.google.com/file/d/1UdZoIwRnyAS_-Mpt3vH39r4RyrFthnzC/view?usp=sharing,/s/16-Strengthening-Emotional-Intelligence_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0072,Cultivating Powerful Mindset for Achieving Goals,"Some people call it perseverance, others call it grit. Whatever label you give, a strong mindset is a trait shared by high performing individuals, whether they are entrepreneurs, leaders, sports people or Olympians. Learning how to cultivate a strong mindset is a fundamental skill to develop resiliency against setbacks, and advance towards your goals.",https://drive.google.com/file/d/1qjaOJsMGZswZXD2cndU5JFRgba_03YmG/view?usp=sharing,/s/17-Cultivating-Powerful-Mindset-for-Achieving-Goals_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0073,Motivation - Get Up and Going,"When faced with the daunting idea of embarking on an exercise regime, some people fi nd it especially challenging to get into the swing of things due to negative internal thoughts about their ability to overcome the initial barrier or to maintain exercise involvement. This talk emphasizes the countering of negative self-talk using strategies based on Cognitive Behavioral Therapy, which strives to highlight the power of thoughts to affect motivation and ultimately, behavior. In addition, it aims to provide an insight to the types of motivation underlying physical activity and introduces key points to goal setting in order to equip individuals with the ability to create measurable and attainable targets for themselves. It’s time to get up and going!",https://drive.google.com/file/d/1zjLfdWYRkbdF_SYokGkaGdCUjhLl0B_t/view?usp=sharing,/s/18-Motivation-Get-Up-and-Going_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,, 24 May 2022, 23 May 2022
SFF0075,"Sleep Right, Live Bright","Sleep is an intrinsic and extremely essential part of life; a fact that is often disregarded and devalued. Many individuals, especially those living in urban environments, make an ill-advised compromise on sleep, leaving them tired, sleepy, or unable to enjoy a restful night in the long term. This talk focuses on understanding the science of sleep, sleep problems and their respective causes and subsequent implications on health and daily life. Participants will be able to better understand the importance of
sleep, as well as learn how to implement healthy sleeping habits through various tips and the cultivation of healthy sleeping habits.",https://drive.google.com/file/d/1EmJvhNKMN5ooZf9suX92p4mKLygR4BfZ/view?usp=sharing,/s/20-Sleep-Right-Live-Bright_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0076,Managing Anxieties,"In our day-to-day lives, we encounter several different situations and it is inevitable to react with anxiety to some of them. However, it is important to differentiate ordinary anxiety from anxiety disorders.
This talk focuses on understanding the symptoms and factors that lead to the onset and maintenance of anxiety as well as effective strategies to overcome anxiety such as mental relaxation techniques, positive self-talk patterns, and overcoming cognitive distortions.",https://drive.google.com/file/d/1kViSKiMeDUJiu83AJEEwaTDPnjhVWrjl/view?usp=sharing,/s/21-Managing-Anxieties_x800-yg4p.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1pSrBnsxeg4TuTUeFQrH4EVN4df7JWJNO/view?usp=sharing,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0077,Live Well: Start with the End,"How do you picture yourself in 20-30 years? Are you in good health and keeping well in that visualization? How do you ensure that you achieve that? Today, we spend over 40 hours per week for work and a bulk of the time juggling family or social commitments. We spend more time battling with deadlines and little to no time planning for our well-being. We often overlook that who we become in the future is dependent on who we are today. This talk will help you to jumpstart your plans to strengthen your well-being.",https://drive.google.com/file/d/15ZJ_sweUMQ1zuhj4unWdQaBOj_vn2lRd/view?usp=sharing,/s/22-Live-Well_-Start-with-the-End_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0078,Ergonomic Workshop - Basic,"Most of the repetitive stress injuries suffered by office workers are a result of poor posture and poor setup of the work environment.
Common examples include neck pain, shoulder pain, back pain, tennis elbow, trigger finger, etc. Treatment of these injuries may be very
costly, especially if the root cause is not identified and rectified.",https://drive.google.com/file/d/1d8cXoxGIYawDA8zZD77RUkZBsjHE_mz9/view?usp=sharing,/s/Ergonomic-Workshop-Basic.jpg,Others,N/A,Yes,Yes,Others,,Not Required,, 07 Jun 2022, 23 May 2022
SFF0079,Ergonomics Workshop: Targeting Common Pains: Lower Back & Knees,"Most people feel back & knee pain is part and parcel of aging, with some even feeling the effects of an “aging spine” as young as 25, is that
a norm? When does it become a source of concern? These pains can even interfere with our daily lives and activities for e.g. spending time
with family outdoors, playing sports, or even as simple as walking. A pain-free lifestyle is the way to achieve sustainable fitness!",https://drive.google.com/file/d/1noncLI2a-IJKLRHeP5iT8Rm51CKTU-Mc/view?usp=sharing,/s/Targeting-Common-Pains.jpg,Others,N/A,Yes,Yes,Others,,Not Required,, 07 Jun 2022, 23 May 2022
SFF0080,Modern Approach to Optimum Health,"This talk lets you better understand your body and the current status of your health. Learn about Integrative Medicine and how it can help stamp out diseases before they develop. Update yourself on the latest modalities and what alternative medicine can do for you. With modern advances in natural medicine, a longer, better quality life is now possible with a holistic and non-invasive approach. 120 years old is the new 80!",https://drive.google.com/file/d/1V07vp8hbrF_gNr_ZtGCcmAWVYfzjTZ1y/view?usp=sharing,/s/Modern-Approach-to-Optimum-Health.jpg,Others,N/A,Yes,Yes,Others,,Not Required,, 07 Jun 2022, 23 May 2022
SFF0081,Men & Women: Foreseeing Your Health in 10 years,"You will learn the most common health issues of both genders, how to identify them, and how to prevent them. This talk takes you ten years from now to see where you will stand in terms of health and wellbeing. ",https://drive.google.com/file/d/1QNREINb9tWPHdCzswUVC086e5W-QU93Y/view?usp=sharing,/s/Men-Women.jpg,Others,N/A,Yes,Yes,Others,,Not Required,, 07 Jun 2022, 23 May 2022
SFF0066,Art Therapy Workshop,"Art Therapy is a technique that can foster healing and well-being. The purpose of Art Therapy is to help people to explore their self-expression while finding new ways to gain their personal insights and develop their new coping skills.
Gond Art is one of the many Art Therapies that is created out of carefully drawn lines. Lines are used in such a way to convey a sense of movement to still images. Dots and dashes are added to impart a greater sense of movement and increase the amount of detail. As this art form is tribal, Motifs used in this art are associated with forests and animals.",https://drive.google.com/file/d/17fSIACzf_YEep61frAZ-d-LCXPKwMmVI/view?usp=sharing,/s/11-ART-Therapy_x800.jpg,Mental Wellbeing Talk,N/A,Yes,No,Others,https://drive.google.com/file/d/17iwn328qBfIQTS4UmE_u-n758ttODsew/view?usp=sharing,Basic color pens,Special, 24 May 2022, 23 May 2022
SFF0067,Soap Making Workshop,"Imagine the experience of using handmade soap of your favourite scent, made using only natural raw ingredients of your choice and liking. In this workshop, you will get to learn how to make soap using the melt and pour method mixed with essential oils. The handmade soap does not contain any synthetic additives or any chemicals generally found in commercial soaps that could easily aggravate skin, causing major discomfort. Get ready to feel refreshed, moisturised and supple even after multiple washes.",https://drive.google.com/file/d/1eb_AZ7-x3EmRiABTppkUScOnqm6m5VHj/view?usp=sharing,/s/12-Soap-making_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Special,Special, 24 May 2022, 23 May 2022
SFF0074,Meridian Therapy: Human Reset,"Meridian Therapy focuses on the basic concept of the meridian system and its impact on our health. This is done by using various acupressure points with hand techniques such as kneading, tapping, and cupping, which increases the blood circulation and strengthens each individual's general well-being.",https://drive.google.com/file/d/1gwUl79aaBUteSFnCuGBpAG98GQTmnKYr/view?usp=sharing,/s/19-Meridian-Therapy_-Human-Reset_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic, 24 May 2022, 23 May 2022
SFF0065,Experiencing Positive Emotions (Laughter Therapy),"Happiness is associated with numerous outcomes including having better relationships, a successful career, and healthier life. Barbara Fredickson, a psychologist, supports that positive emotions have
long-lasting effects on a person’s growth and development. Positive emotions and laughter can protect us against negative emotions, enhance resilience, and improve overall well-being. ",https://drive.google.com/file/d/1jbpTPNqELyxYhIS7CVnCj-T6tcRkH7cD/view?usp=sharing,/s/10-laughter-therapy_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1fN6Tn2Dv4VeUBIdrCo2cLlGFVQvD8n0_/view?usp=sharing,Not Required,Special, 24 May 2022, 23 May 2022
SFF0032,Breathing Meditation,"Relief stress and calm the nervous system through deep breathing techniques - let go of tensions on the physical, mental and emotional level",https://drive.google.com/file/d/11FAVBt-5I_BSO7cZOUh6oXUB84Srsjyo/view?usp=sharing,/s/Breathing-Meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/fzevJRpLMrQ,Not Required,Classic, 31 May 2022, 08 Apr 2022
SFF0033,Drum Meditation,"Keep the chaos away! Bring the mind to a place of stillness and “Drop in” to the calming beats of the drum to improve focus and concentration.",https://drive.google.com/file/d/16qKeXoUDuV55AkToKu0hxqYJHBjOsV3n/view?usp=sharing,/s/drum-meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/dHaV17G2lEE,Not Required,Classic, 31 May 2022, 08 Apr 2022
SFF0034,Sound Meditation,"Immerse in beautiful sounds and vibrations that are healing for your body and mind. The sounds and vibrations affect the body at a cellular level since every organ and every cell in the body vibrates at a particular frequency. Deemed as the medicine of the future, the waves of sound in this class will trigger a relaxation response, leaving you feeling rested and relaxed.",https://drive.google.com/file/d/1dQSOAk_vtalIne3W1GrAM6h1MRyhbMN2/view?usp=sharing,/s/Sound-meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/oCPoG3EGwVw,Not Required,Classic, 31 May 2022, 08 Apr 2022
SFF0035,Mindfulness Meditation,"In this session, we will look at how the practice of mindfulness can help bring calm and stability to our daily lives. We will be covering 3 positions - mindful eating, mindful walking, and mindful sitting. One should feel a sense of calmness and relaxedness after the session.",https://drive.google.com/file/d/1RE7NqyAT2YmxEd0bXLW_k5reNjO7Cyhb/view?usp=sharing,/s/Mindfullness-Meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,"https://drive.google.com/file/d/1vBCj-__6e7uUV0sD2bw_-dXTduTOZg5b/view?usp=sharing

(then here is another option) https://youtu.be/DFEnruF-dts",Not Required,Classic, 31 May 2022, 08 Apr 2022
SFF0036,Loving-Kindness Meditation,"Most of our ill feelings arise because of closing ourselves off from others. The practice of loving-kindness helps to release tense and negative emotions, inviting positive heartwarming emotions for ourselves and the people around us. With a more open heart, we can navigate the world with more ease and less friction. Loving-kindness meditation can be an antidote if we constantly feel in conflict with others.",https://drive.google.com/file/d/1MQjzin7AeGk_pynQXu-S9_uFGqZFSase/view?usp=sharing,/s/loving-kindness-meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/e-TeW9CI0bc,Not Required,Classic, 31 May 2022, 08 Apr 2022
SFF0037,Stress Management Meditation,"Being able to cope with stress is an important skill in the world today. In a stress management meditation session, one learns how to be comfortable with unpleasant feelings that arise daily. 2 positions will be explored in this session, namely standing and sitting. Regular practice of stress management meditation helps to build mental resilience.",https://drive.google.com/file/d/1LRh7pCbvp2Jm6xiU1XgKotRxvQ7XMJmR/view?usp=sharing,/s/Stress-management-meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/z6X5oEIg6Ak,Not Required,Classic, 31 May 2022, 08 Apr 2022
SFF0038,QiGong Meditation,Qi Gong meditation is a more dynamic form of meditation wherein participants are mostly standing and moving. Qi Gong meditation helps to release tension buildup in the body and at the same time provides mental relief. Regular practice of Qi Gong meditation helps to build a strong body to handle the daily rigors of life.,https://drive.google.com/file/d/1mIzHChjL9C5Rxr2zGil5WFtfReY0rXut/view?usp=sharing,/s/QiGong-Meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://drive.google.com/file/d/1W2Jg5EumniYNDowg3-fRspxBuN2SsyPS/view?usp=sharing,Not Required,Recommended, 31 May 2022, 08 Apr 2022
